championid,champion_name,player_augment,augment_name,win_rate,show_rate
57,茂凯,1386,转得我眩晕了,0.45464,0.000001
57,茂凯,1079,战争交响乐,0.442148,0.000008
102,希瓦娜,1332,不祥契约,0.451871,0.000064
111,诺提勒斯,1136,扇巴掌,0.510499,0.000927
111,诺提勒斯,1334,升级：雪球,0.475733,0.000162
98,慎,1225,双刀流,0.474236,0.000061
76,奈德丽,1180,超强大脑,0.445665,0.000176
76,奈德丽,1317,升级：弯刀,0.383903,0.000001
360,莎弥拉,1344,最终形态,0.465992,0.000676
142,佐伊,1062,全能龙魂,0.500991,0.000035
45,维迦,1416,海克斯科技龙魂,0.498013,0.000046
105,菲兹,1058,秘术冲拳,0.498873,0.000107
6,厄加特,1243,质变：混沌,0.475164,0.000112
77,乌迪尔,1067,古式佳酿,0.477346,0.000119
236,卢锡安,1391,红包,0.590001,0.00036
163,塔莉垭,1108,自我毁灭,0.489881,0.00001
12,阿利斯塔,1409,魄罗爆破手,0.487473,0.000081
81,伊泽瑞尔,1011,你摸不到,0.402957,0.000017
6,厄加特,1238,质变：棱彩阶,0.490399,0.000361
39,艾瑞莉娅,1149,不动如山,0.428368,0.000006
233,贝蕾亚,1400,最终都市列车,0.584356,0.000057
154,扎克,1088,终极刷新,0.406583,0.000027
82,莫德凯撒,1313,作弊：我能回城！,0.470046,0.000326
79,古拉加斯,1058,秘术冲拳,0.425047,0.000018
904,未知英雄_904,1347,吵闹鬼,0.499499,0.000011
221,泽丽,1067,古式佳酿,0.47472,0.000038
121,卡兹克,2001,当心小蛋糕！,0.507933,0.000104
555,派克,1086,精准奇才,0.452225,0.000012
91,泰隆,1074,缩小射线,0.441869,0.00002
134,辛德拉,1077,灵魂虹吸,0.489681,0.000037
526,芮尔,1327,坚若磐石,0.516983,0.000418
421,雷克塞,1018,巨像的勇气,0.477199,0.000017
17,提莫,1076,天音爆,0.458781,0
517,塞拉斯,1154,任务：海牛阿福的勇士,0.464835,0.000048
161,维克兹,1373,缩小引擎,0.554472,0.000203
69,卡西奥佩娅,1313,作弊：我能回城！,0.477426,0.000077
142,佐伊,1388,无限循环往复,0.466487,0.000087
902,米利欧,1402,属性叠属性叠属性！,0.515269,0.000005
202,烬,1085,折磨者,0.441255,0.000012
904,未知英雄_904,1019,全凭身法,0.530117,0.000089
154,扎克,1062,全能龙魂,0.455993,0.00003
64,李青,1237,质变：黄金阶,0.45852,0.000171
12,阿利斯塔,1136,扇巴掌,0.500699,0.000741
163,塔莉垭,1333,逃跑计划,0.537619,0.000067
57,茂凯,1092,易损,0.478061,0.000057
41,普朗克,1029,虚幻武器,0.512214,0.00043
240,克烈,1118,会心治疗,0.454979,0.000029
92,锐雯,1068,循环往复,0.534181,0.000225
240,克烈,1346,吸血习性,0.480503,0.000125
85,凯南,1084,穿针引线,0.464208,0.000324
360,莎弥拉,1138,渴血,0.485552,0.000872
106,沃利贝尔,1198,圣火,0.464915,0.000047
105,菲兹,1301,神圣干预,0.509063,0.000105
254,蔚,2010,双发快射,0.515395,0.000034
91,泰隆,1211,杀戮时间到了,0.512868,0.000559
43,卡尔玛,1056,由心及物,0.496344,0.000238
421,雷克塞,1345,心灵净化,0.471305,0.000075
800,梅尔,1324,蛋白粉奶昔,0.414729,0.000002
18,崔丝塔娜,1391,红包,0.593069,0.000208
29,图奇,1034,防护面纱,0.503912,0.000093
105,菲兹,1112,终极不可阻挡,0.4579,0.000037
26,基兰,1348,闪闪现现,0.454661,0.000006
33,拉莫斯,1335,夺金,0.471872,0.000013
69,卡西奥佩娅,1414,卡皮巴拉空投,0.433476,0.000006
518,妮蔻,1335,夺金,0.49239,0.000033
427,艾翁,1225,双刀流,0.424122,0.000003
266,亚托克斯,1424,???,0.432264,0.000006
166,阿克尚,1085,折磨者,0.317073,0
901,斯莫德,1332,不祥契约,0.454971,0.000035
141,凯隐,1326,夜狩,0.510759,0.000643
526,芮尔,2010,双发快射,0.449772,0.000001
804,芸阿娜,1384,捐赠,0.559763,0.000121
51,凯特琳,1310,小丑学院,0.531336,0.000053
163,塔莉垭,1420,咏叹奏鸣,0.58967,0.000049
19,沃里克,1346,吸血习性,0.461359,0.000364
45,维迦,1051,点亮他们！,0.473617,0.000051
6,厄加特,1133,魔法飞弹,0.444541,0.000094
110,韦鲁斯,1025,俯冲轰炸,0.456231,0.000049
91,泰隆,2018,纯粹主义者 - 术师,0.454057,0.000012
56,魔腾,1319,升级：献祭,0.505162,0.000025
74,黑默丁格,1069,退敌力场,0.490417,0.000029
238,劫,1084,穿针引线,0.504528,0.000942
16,索拉卡,1327,坚若磐石,0.440638,0.000026
497,洛,1346,吸血习性,0.424026,0.000008
53,布里茨,1042,恶趣味,0.467051,0.000308
141,凯隐,1006,利刃华尔兹,0.478187,0.000164
106,沃利贝尔,1150,面包和果酱,0.476578,0.000112
200,卑尔维斯,2003,魄罗之王的弹跳,0.424372,0.000006
106,沃利贝尔,1397,地狱三头犬,0.46331,0.000011
78,波比,1333,逃跑计划,0.515322,0.000117
120,赫卡里姆,1150,面包和果酱,0.488905,0.0002
45,维迦,1038,有始有终,0.51173,0.000593
893,阿萝拉,1061,回力OK镖,0.592961,0.000057
2,奥拉夫,1057,山脉龙魂,0.436768,0.000017
101,泽拉斯,1342,雪球扭蛋机,0.48982,0.000051
99,拉克丝,2004,信念者的强化,0.465783,0.000013
203,千珏,0,无符文,0.673485,0.004196
166,阿克尚,1392,神圣雪球,0.431744,0.000008
30,卡尔萨斯,1402,属性叠属性叠属性！,0.523759,0.000027
164,卡蜜尔,1346,吸血习性,0.472998,0.000307
163,塔莉垭,1156,任务：沃格勒特的巫师帽,0.497143,0.000176
98,慎,1044,冰寒,0.465538,0.00001
20,努努和威朗普,1151,面包和奶酪,0.422727,0.000034
201,布隆,1373,缩小引擎,0.512668,0.000042
44,塔里克,1325,玻璃大炮,0.420548,0.000001
63,布兰德,1373,缩小引擎,0.586899,0.000547
40,迦娜,1020,黎明使者的坚决,0.47929,0.000015
98,慎,1151,面包和奶酪,0.507093,0.000186
897,奎桑提,1116,闪现向前,0.396824,0.000007
268,阿兹尔,1386,转得我眩晕了,0.444703,0
420,俄洛伊,2003,魄罗之王的弹跳,0.445593,0.000015
25,莫甘娜,1048,珠光护手,0.499304,0.000585
245,艾克,1388,无限循环往复,0.514367,0.00017
85,凯南,1018,巨像的勇气,0.452122,0.000008
360,莎弥拉,1243,质变：混沌,0.480434,0.000118
81,伊泽瑞尔,1243,质变：混沌,0.470912,0.000189
902,米利欧,1085,折磨者,0.440723,0.00001
11,易,1338,升级：狂妄,0.489234,0.000603
40,迦娜,2024,由暴生急,0.473067,0.000001
4,崔斯特,1416,海克斯科技龙魂,0.529013,0.000063
8,弗拉基米尔,1310,小丑学院,0.459111,0.000035
54,墨菲特,1194,精怪魔法,0.426367,0.000127
804,芸阿娜,1108,自我毁灭,0.466896,0.000006
36,蒙多医生,1250,一板一眼,0.439143,0.000038
523,厄斐琉斯,1349,终极唤醒,0.427,0.000016
105,菲兹,1181,重量级打击手,0.554443,0.000119
55,卡特琳娜,1208,轨道镭射,0.415677,0.000009
96,克格莫,1170,万用瞄准镜,0.487058,0.000401
164,卡蜜尔,1095,风语者的祝福,0.433231,0.000007
133,奎因,1116,闪现向前,0.460937,0.000008
36,蒙多医生,1181,重量级打击手,0.553711,0.003525
3,加里奥,2010,双发快射,0.410307,0.000003
236,卢锡安,1317,升级：弯刀,0.417391,0.000009
107,雷恩加尔,1067,古式佳酿,0.473357,0.000046
897,奎桑提,2008,负重爆气,0.428083,0.000013
145,卡莎,2018,纯粹主义者 - 术师,0.447495,0.000054
134,辛德拉,1053,科学狂人,0.558111,0.000041
127,丽桑卓,1316,刃下生风,0.462758,0.000008
14,赛恩,1338,升级：狂妄,0.43571,0.000166
33,拉莫斯,1318,升级：中娅,0.389669,0.000001
233,贝蕾亚,1082,残暴之力,0.514401,0.00009
26,基兰,1032,裁决使,0.480311,0.000354
950,纳亚菲利,1063,狂徒豪气,0.502623,0.000143
233,贝蕾亚,1326,夜狩,0.493778,0.000031
2,奥拉夫,1397,地狱三头犬,0.457502,0.000021
142,佐伊,1152,任务：钢化你心,0.399987,0.000009
235,赛娜,1015,死亡之环,0.44659,0.000148
161,维克兹,1133,魔法飞弹,0.520941,0.001134
246,奇亚娜,2008,负重爆气,0.45023,0.000049
43,卡尔玛,1341,帽上加帽,0.458993,0.000209
147,萨勒芬妮,1050,基石法师,0.535576,0.000234
202,烬,2003,魄罗之王的弹跳,0.455555,0.000021
164,卡蜜尔,1087,台风,0.417248,0.00002
526,芮尔,2016,注魔,0.509243,0.000003
31,科加斯,1346,吸血习性,0.451823,0.000212
107,雷恩加尔,1349,终极唤醒,0.443678,0.000038
950,纳亚菲利,1051,点亮他们！,0.443649,0.000007
84,阿卡丽,1348,闪闪现现,0.405722,0.000005
19,沃里克,1066,量子计算,0.472089,0.000037
517,塞拉斯,1384,捐赠,0.513287,0.000229
106,沃利贝尔,1015,死亡之环,0.487834,0.000121
75,内瑟斯,1077,灵魂虹吸,0.462558,0.000067
800,梅尔,1390,超凡邪恶,0.500459,0.001357
5,赵信,1317,升级：弯刀,0.392713,0.000003
711,薇古丝,1071,更万用的瞄准镜,0.433199,0.000006
30,卡尔萨斯,1053,科学狂人,0.507729,0.000031
221,泽丽,1006,利刃华尔兹,0.410216,0.00001
157,亚索,1243,质变：混沌,0.53276,0.000202
48,特朗德尔,1062,全能龙魂,0.492708,0.000034
134,辛德拉,1151,面包和奶酪,0.521595,0.000334
18,崔丝塔娜,1413,和我一起困在这里,0.47919,0
86,盖伦,2010,双发快射,0.462615,0.000074
42,库奇,1054,物法皆修,0.436239,0.00021
875,瑟提,1198,圣火,0.474501,0.000043
202,烬,1018,巨像的勇气,0.4308,0.000019
48,特朗德尔,2007,你肩上的恶魔,0.392665,0.000006
901,斯莫德,1328,暴击律动,0.459653,0.000508
42,库奇,1334,升级：雪球,0.481054,0.000044
235,赛娜,1225,双刀流,0.526328,0.000858
111,诺提勒斯,1079,战争交响乐,0.449244,0.000011
92,锐雯,1028,侵蚀,0.481298,0.000016
80,潘森,1038,有始有终,0.544512,0.000131
115,吉格斯,1044,冰寒,0.470494,0.00041
58,雷克顿,1037,急救用具,0.447736,0.000071
555,派克,1023,魔鬼之舞,0.472792,0.000081
11,易,1373,缩小引擎,0.490921,0.000236
427,艾翁,2024,由暴生急,0.441878,0
7,乐芙兰,1180,超强大脑,0.46236,0.000183
200,卑尔维斯,1403,属性叠属性！,0.539959,0.000029
201,布隆,1079,战争交响乐,0.433918,0.000004
33,拉莫斯,1336,升级：无尽之刃,0.384615,0
35,萨科,1025,俯冲轰炸,0.476861,0.000485
517,塞拉斯,1023,魔鬼之舞,0.490685,0.000061
420,俄洛伊,1405,速度恶魔,0.460855,0.000053
45,维迦,1112,终极不可阻挡,0.46305,0.000032
119,德莱文,1413,和我一起困在这里,0.431092,0
54,墨菲特,1342,雪球扭蛋机,0.479928,0.000218
98,慎,1138,渴血,0.507265,0.00009
157,亚索,1206,魔法转物理,0.567572,0.00037
38,卡萨丁,1391,红包,0.576477,0.000135
904,未知英雄_904,1011,你摸不到,0.498953,0.000044
154,扎克,1333,逃跑计划,0.486641,0.000101
37,娑娜,1411,升级：荆棘之甲,0.442478,0
876,莉莉娅,1324,蛋白粉奶昔,0.490167,0.000031
161,维克兹,1324,蛋白粉奶昔,0.41662,0.000002
523,厄斐琉斯,1220,连拨击锤,0.448201,0.000311
107,雷恩加尔,1025,俯冲轰炸,0.554218,0.000163
60,伊莉丝,1103,面包和黄油,0.447466,0.00004
800,梅尔,1038,有始有终,0.52379,0.000687
15,希维尔,1403,属性叠属性！,0.58191,0.000053
33,拉莫斯,1026,唯快不破,0.440919,0.000013
555,派克,1087,台风,0.421047,0.000008
16,索拉卡,1305,练腿日,0.481938,0.000053
74,黑默丁格,1066,量子计算,0.494426,0.00002
115,吉格斯,1041,歌利亚巨人,0.460058,0.000026
432,巴德,1077,灵魂虹吸,0.402107,0.000022
20,努努和威朗普,1406,祖母的辣椒油,0.470918,0.000069
20,努努和威朗普,1051,点亮他们！,0.41594,0.000007
60,伊莉丝,1180,超强大脑,0.485638,0.000041
38,卡萨丁,2002,虚空裂隙,0.527113,0.00004
56,魔腾,12317,潘朵拉的盒子,0.546197,0
30,卡尔萨斯,1038,有始有终,0.536116,0.000884
11,易,2003,魄罗之王的弹跳,0.473727,0.000011
69,卡西奥佩娅,1118,会心治疗,0.454243,0.000061
893,阿萝拉,1424,???,0.473729,0.000007
555,派克,1336,升级：无尽之刃,0.441226,0.000086
523,厄斐琉斯,2004,信念者的强化,0.478599,0
141,凯隐,1051,点亮他们！,0.464899,0.000004
67,薇恩,1405,速度恶魔,0.531038,0.000051
30,卡尔萨斯,1170,万用瞄准镜,0.44618,0.000004
115,吉格斯,2006,飞身踢,0.469311,0.00002
221,泽丽,1086,精准奇才,0.400937,0.000008
910,彗,1409,魄罗爆破手,0.550556,0.00023
901,斯莫德,1225,双刀流,0.436502,0.000394
893,阿萝拉,1301,神圣干预,0.526203,0.00005
111,诺提勒斯,1152,任务：钢化你心,0.507249,0.001135
421,雷克塞,1324,蛋白粉奶昔,0.483621,0.000012
121,卡兹克,1313,作弊：我能回城！,0.482339,0.000166
421,雷克塞,1149,不动如山,0.492392,0.000023
268,阿兹尔,1113,老练狙神,0.426982,0.000027
245,艾克,1079,战争交响乐,0.467839,0.000012
133,奎因,1347,吵闹鬼,0.465783,0.000011
75,内瑟斯,1305,练腿日,0.491929,0.00012
523,厄斐琉斯,1404,属性！,0.584827,0.000021
18,崔丝塔娜,1415,双生火焰,0.485196,0.000153
78,波比,1400,最终都市列车,0.517469,0.000097
83,约里克,1220,连拨击锤,0.431072,0.00002
12,阿利斯塔,12317,潘朵拉的盒子,0.502871,0.000001
58,雷克顿,2026,杀意翻涌,0.466475,0.000034
102,希瓦娜,1073,暗影疾奔,0.472281,0.000016
875,瑟提,1034,防护面纱,0.476926,0.000076
4,崔斯特,1068,循环往复,0.548935,0.000323
777,永恩,1077,灵魂虹吸,0.536213,0.000542
120,赫卡里姆,2006,飞身踢,0.506337,0.00025
517,塞拉斯,2003,魄罗之王的弹跳,0.463209,0.000024
76,奈德丽,1314,强力护盾,0.411478,0.000009
166,阿克尚,1345,心灵净化,0.452332,0.000101
68,兰博,12317,潘朵拉的盒子,0.528312,0.000001
8,弗拉基米尔,1035,感受燃烧,0.430217,0.000015
887,格温,1095,风语者的祝福,0.539633,0.000011
28,伊芙琳,1152,任务：钢化你心,0.383043,0.000006
28,伊芙琳,1344,最终形态,0.442981,0.000019
96,克格莫,1152,任务：钢化你心,0.440442,0.000043
223,塔姆,1097,巫师式思考,0.504113,0.000181
950,纳亚菲利,1348,闪闪现现,0.427066,0.000002
16,索拉卡,1011,你摸不到,0.420122,0.000007
126,杰斯,1237,质变：黄金阶,0.48338,0.000372
233,贝蕾亚,1035,感受燃烧,0.536509,0.000013
142,佐伊,1136,扇巴掌,0.469101,0.000118
112,维克托,1112,终极不可阻挡,0.465107,0.000025
897,奎桑提,1401,生机迸发,0.434892,0.000026
223,塔姆,1402,属性叠属性叠属性！,0.502723,0.00004
42,库奇,1333,逃跑计划,0.56849,0.000172
106,沃利贝尔,1027,大地苏醒,0.435645,0.000006
115,吉格斯,1046,炼狱龙魂,0.489672,0.000169
51,凯特琳,2024,由暴生急,0.466307,0.000045
5,赵信,1345,心灵净化,0.454998,0.000133
555,派克,1414,卡皮巴拉空投,0.442537,0.000013
421,雷克塞,1038,有始有终,0.490605,0.000017
350,悠米,1067,古式佳酿,0.410026,0.000065
234,佛耶戈,1220,连拨击锤,0.46419,0.000083
236,卢锡安,1388,无限循环往复,0.474563,0.000184
910,彗,1044,冰寒,0.530974,0.000705
78,波比,12317,潘朵拉的盒子,0.505319,0.000001
902,米利欧,1061,回力OK镖,0.560775,0.000023
48,特朗德尔,1066,量子计算,0.47503,0.000053
777,永恩,1026,唯快不破,0.500287,0.000031
34,艾尼维亚,1325,玻璃大炮,0.434741,0.000023
61,奥莉安娜,1075,慢炖,0.424056,0.000006
222,金克丝,1333,逃跑计划,0.58631,0.000223
32,阿木木,1315,快中求稳,0.47043,0.000025
876,莉莉娅,1036,火上浇油,0.545262,0.000099
142,佐伊,1325,玻璃大炮,0.435771,0.000067
28,伊芙琳,1341,帽上加帽,0.453481,0.000042
31,科加斯,1416,海克斯科技龙魂,0.473245,0.000032
516,奥恩,1072,炽烈黎明,0.468863,0.000026
516,奥恩,2007,你肩上的恶魔,0.365779,0.000004
89,蕾欧娜,1022,灵巧,0.482063,0.00001
107,雷恩加尔,1018,巨像的勇气,0.414247,0.000003
12,阿利斯塔,1071,更万用的瞄准镜,0.437605,0.000021
799,安蓓萨,1317,升级：弯刀,0.440684,0.000006
1,安妮,1079,战争交响乐,0.417172,0.000003
875,瑟提,1348,闪闪现现,0.462818,0.000043
51,凯特琳,1152,任务：钢化你心,0.426095,0.00005
29,图奇,1310,小丑学院,0.536812,0.00007
27,辛吉德,1336,升级：无尽之刃,0.428571,0
16,索拉卡,1389,男爵之手,0.515768,0.000004
711,薇古丝,1070,无休回复,0.530453,0.000026
59,嘉文四世,1319,升级：献祭,0.499282,0.000371
497,洛,1138,渴血,0.432141,0.000005
526,芮尔,1156,任务：沃格勒特的巫师帽,0.437222,0.000003
102,希瓦娜,1079,战争交响乐,0.483202,0.000078
268,阿兹尔,1058,秘术冲拳,0.436352,0.000144
200,卑尔维斯,1315,快中求稳,0.486856,0.000159
235,赛娜,1195,巨人杀手,0.51802,0.000627
30,卡尔萨斯,1319,升级：献祭,0.468806,0
902,米利欧,1058,秘术冲拳,0.418526,0.000005
233,贝蕾亚,1320,升级：收集者,0.539758,0.00017
77,乌迪尔,1308,火狐,0.508131,0.000094
498,霞,1342,雪球扭蛋机,0.493725,0.000017
96,克格莫,1335,夺金,0.515461,0.000046
98,慎,1392,神圣雪球,0.460468,0.000028
119,德莱文,1310,小丑学院,0.538273,0.000074
104,格雷福斯,1238,质变：棱彩阶,0.555875,0.000727
133,奎因,1009,霸符兄弟,0.481669,0.000032
104,格雷福斯,1301,神圣干预,0.48186,0.000069
9,费德提克,1077,灵魂虹吸,0.466002,0.000089
150,纳尔,1068,循环往复,0.451711,0.000056
143,婕拉,1039,冰霜 幽灵,0.501478,0.000024
81,伊泽瑞尔,1406,祖母的辣椒油,0.471617,0.000042
18,崔丝塔娜,1384,捐赠,0.567334,0.000197
901,斯莫德,1181,重量级打击手,0.465256,0.00005
711,薇古丝,1334,升级：雪球,0.526698,0.000078
202,烬,1170,万用瞄准镜,0.460151,0.000958
887,格温,1028,侵蚀,0.583242,0.000029
161,维克兹,1037,急救用具,0.504132,0
235,赛娜,1011,你摸不到,0.421128,0.000018
233,贝蕾亚,1115,最万用的瞄准镜,0.488542,0.000079
32,阿木木,1321,砍伤,0.465316,0.00004
31,科加斯,1009,霸符兄弟,0.502544,0.000127
2,奥拉夫,1349,终极唤醒,0.465241,0.000037
893,阿萝拉,1403,属性叠属性！,0.577406,0.000058
131,黛安娜,1315,快中求稳,0.478599,0.000229
154,扎克,1415,双生火焰,0.411874,0.000012
240,克烈,1138,渴血,0.48222,0.000072
86,盖伦,2024,由暴生急,0.465317,0.000085
6,厄加特,1098,急急小子,0.447064,0.000044
161,维克兹,1071,更万用的瞄准镜,0.439268,0.000011
799,安蓓萨,2010,双发快射,0.455402,0.000006
105,菲兹,1311,溢流,0.501277,0.000301
99,拉克丝,1181,重量级打击手,0.425362,0.000007
25,莫甘娜,1208,轨道镭射,0.507077,0.00004
235,赛娜,1103,面包和黄油,0.472056,0.000364
432,巴德,1181,重量级打击手,0.411073,0.000012
37,娑娜,1022,灵巧,0.437076,0.000006
498,霞,1071,更万用的瞄准镜,0.550308,0.001146
122,德莱厄斯,1345,心灵净化,0.46753,0.000299
35,萨科,1076,天音爆,0.327869,0
41,普朗克,1069,退敌力场,0.446662,0.000028
27,辛吉德,1103,面包和黄油,0.592593,0
10,凯尔,1103,面包和黄油,0.470757,0.000029
119,德莱文,1152,任务：钢化你心,0.405699,0.000034
59,嘉文四世,1022,灵巧,0.479461,0.00007
89,蕾欧娜,1322,罪恶快感,0.485268,0.000011
76,奈德丽,1326,夜狩,0.420158,0.000133
48,特朗德尔,1403,属性叠属性！,0.52741,0.000026
164,卡蜜尔,1076,天音爆,0.368421,0
117,璐璐,1373,缩小引擎,0.525481,0.000067
133,奎因,1416,海克斯科技龙魂,0.460116,0.000014
35,萨科,1375,吞噬灵魂,0.483678,0.000101
57,茂凯,1038,有始有终,0.500374,0.000108
777,永恩,1020,黎明使者的坚决,0.49583,0.000043
350,悠米,1358,弹球,0.451166,0.000034
421,雷克塞,2005,扳机炼狱,0.45128,0.000012
31,科加斯,1170,万用瞄准镜,0.454474,0.000071
63,布兰德,2016,注魔,0.520155,0.00009
893,阿萝拉,1181,重量级打击手,0.471319,0.000004
14,赛恩,1311,溢流,0.450227,0.00006
142,佐伊,1072,炽烈黎明,0.450012,0.00002
60,伊莉丝,1107,接二连三,0.433983,0.000002
266,亚托克斯,1068,循环往复,0.464872,0.000292
134,辛德拉,2002,虚空裂隙,0.511068,0.000147
25,莫甘娜,1087,台风,0.456657,0.000006
26,基兰,1115,最万用的瞄准镜,0.423282,0.000007
76,奈德丽,1220,连拨击锤,0.401312,0.000053
157,亚索,1334,升级：雪球,0.49571,0.000144
432,巴德,1187,闪光弹,0.36474,0.000002
14,赛恩,1220,连拨击锤,0.468313,0.000023
110,韦鲁斯,1411,升级：荆棘之甲,0.333333,0
498,霞,1348,闪闪现现,0.48933,0.000008
901,斯莫德,1088,终极刷新,0.442591,0.000106
201,布隆,1329,史上最大雪球,0.473276,0.000041
57,茂凯,1103,面包和黄油,0.476045,0.000128
16,索拉卡,2001,当心小蛋糕！,0.475613,0.00005
74,黑默丁格,1347,吵闹鬼,0.493444,0.000013
85,凯南,1996,升级：耀光,0.449364,0.000008
40,迦娜,1108,自我毁灭,0.550443,0.000015
161,维克兹,1118,会心治疗,0.467648,0.000014
26,基兰,1026,唯快不破,0.480966,0.00003
43,卡尔玛,1069,退敌力场,0.449794,0.000031
84,阿卡丽,1335,夺金,0.462674,0.000024
72,斯卡纳,1392,神圣雪球,0.414621,0.000009
421,雷克塞,1318,升级：中娅,0.391826,0.000001
9,费德提克,1400,最终都市列车,0.536768,0.000127
122,德莱厄斯,1344,最终形态,0.490118,0.000672
105,菲兹,1088,终极刷新,0.460845,0.000049
150,纳尔,2006,飞身踢,0.480876,0.000089
68,兰博,1039,冰霜 幽灵,0.512373,0.000023
203,千珏,1052,闪电打击,0.515746,0.000523
34,艾尼维亚,1084,穿针引线,0.462711,0.000166
131,黛安娜,1322,罪恶快感,0.465287,0.000106
235,赛娜,1082,残暴之力,0.457866,0.000288
3,加里奥,1315,快中求稳,0.50135,0.000082
43,卡尔玛,1048,珠光护手,0.46111,0.000325
26,基兰,1044,冰寒,0.462798,0.00025
203,千珏,1392,神圣雪球,0.443927,0.000006
85,凯南,2024,由暴生急,0.454113,0.000005
32,阿木木,1332,不祥契约,0.44919,0.000041
240,克烈,1039,冰霜 幽灵,0.495542,0.00003
6,厄加特,1039,冰霜 幽灵,0.452546,0.000159
26,基兰,1335,夺金,0.492425,0.000039
58,雷克顿,1079,战争交响乐,0.437908,0.000081
9,费德提克,1361,任务：艾卡西亚的陷落,0.461113,0.000001
147,萨勒芬妮,1029,虚幻武器,0.501746,0.000093
888,烈娜塔,1149,不动如山,0.511612,0.000047
240,克烈,2005,扳机炼狱,0.452114,0.00001
27,辛吉德,1318,升级：中娅,0.543077,0.000062
84,阿卡丽,1072,炽烈黎明,0.414738,0.000012
85,凯南,1103,面包和黄油,0.453688,0.000076
39,艾瑞莉娅,1077,灵魂虹吸,0.428873,0.000038
83,约里克,1025,俯冲轰炸,0.461767,0.00004
54,墨菲特,1080,会心防御,0.465313,0.000061
104,格雷福斯,1057,山脉龙魂,0.508291,0.000022
555,派克,1149,不动如山,0.484357,0.00003
523,厄斐琉斯,1041,歌利亚巨人,0.536678,0.000027
115,吉格斯,1347,吵闹鬼,0.471225,0.000025
10,凯尔,1341,帽上加帽,0.522385,0.0001
117,璐璐,1372,小猫咪找妈妈,0.49274,0.000135
18,崔丝塔娜,1420,咏叹奏鸣,0.519788,0.000046
23,泰达米尔,2002,虚空裂隙,0.448248,0.000002
145,卡莎,1015,死亡之环,0.446461,0
145,卡莎,1098,急急小子,0.462664,0.000081
104,格雷福斯,1409,魄罗爆破手,0.512955,0.000125
893,阿萝拉,1112,终极不可阻挡,0.466233,0.000048
161,维克兹,1045,炼狱导管,0.501964,0.00052
12,阿利斯塔,1310,小丑学院,0.491186,0.000079
235,赛娜,1301,神圣干预,0.459322,0.000068
31,科加斯,1044,冰寒,0.459021,0.000315
236,卢锡安,1156,任务：沃格勒特的巫师帽,0.430554,0.000008
203,千珏,1208,轨道镭射,0.465124,0.000005
233,贝蕾亚,1311,溢流,0.5,0
110,韦鲁斯,1041,歌利亚巨人,0.474767,0.000155
111,诺提勒斯,1327,坚若磐石,0.488574,0.000437
143,婕拉,1313,作弊：我能回城！,0.533124,0.000177
150,纳尔,1081,踢踏舞,0.447192,0.000127
888,烈娜塔,1353,坦克引擎,0.530645,0.000064
21,厄运小姐,1029,虚幻武器,0.458026,0.000331
117,璐璐,2003,魄罗之王的弹跳,0.447238,0.000006
893,阿萝拉,1034,防护面纱,0.518467,0.000073
72,斯卡纳,1323,残忍,0.408014,0.000041
78,波比,1404,属性！,0.507148,0.000021
33,拉莫斯,2016,注魔,0.425632,0.000002
48,特朗德尔,1084,穿针引线,0.45804,0.000046
62,孙悟空,1154,任务：海牛阿福的勇士,0.496451,0.000041
44,塔里克,1373,缩小引擎,0.556207,0.000023
50,斯维因,1313,作弊：我能回城！,0.442795,0.000351
107,雷恩加尔,1358,弹球,0.431827,0.000034
32,阿木木,1027,大地苏醒,0.437738,0.000013
163,塔莉垭,1325,玻璃大炮,0.447902,0.000026
876,莉莉娅,1081,踢踏舞,0.525464,0.000054
777,永恩,1115,最万用的瞄准镜,0.454436,0.0002
14,赛恩,1424,???,0.457618,0.000007
526,芮尔,1084,穿针引线,0.473814,0.000006
77,乌迪尔,1402,属性叠属性叠属性！,0.504256,0.000028
120,赫卡里姆,1108,自我毁灭,0.499607,0.000188
523,厄斐琉斯,2026,杀意翻涌,0.52426,0.000008
154,扎克,1361,任务：艾卡西亚的陷落,0.50026,0.000078
127,丽桑卓,1068,循环往复,0.484518,0.000197
7,乐芙兰,1411,升级：荆棘之甲,0.421053,0
1,安妮,1002,尖端发明家,0.440392,0.000037
85,凯南,1086,精准奇才,0.441522,0.000007
61,奥莉安娜,1054,物法皆修,0.431628,0.000033
23,泰达米尔,1373,缩小引擎,0.487181,0.000163
429,卡莉丝塔,2003,魄罗之王的弹跳,0.458646,0.000004
13,瑞兹,1344,最终形态,0.469029,0.000001
41,普朗克,1038,有始有终,0.521229,0.0009
516,奥恩,1406,祖母的辣椒油,0.493387,0.00019
246,奇亚娜,1035,感受燃烧,0.477826,0.000012
516,奥恩,1084,穿针引线,0.457746,0.000009
154,扎克,1006,利刃华尔兹,0.420948,0.000014
98,慎,1386,转得我眩晕了,0.451193,0.000001
420,俄洛伊,1358,弹球,0.430326,0.000041
77,乌迪尔,1181,重量级打击手,0.458827,0.000074
222,金克丝,1318,升级：中娅,0.414634,0
11,易,1390,超凡邪恶,0.45776,0.000048
902,米利欧,1418,砸开那颗蛋,0.502423,0.000009
78,波比,1037,急救用具,0.394737,0
114,菲奥娜,1334,升级：雪球,0.514282,0.000077
246,奇亚娜,1413,和我一起困在这里,0.446377,0.000002
34,艾尼维亚,1066,量子计算,0.474558,0.000015
