aug_a,aug_a_name,aug_b,aug_b_name,pair_win_rate,pair_show_rate
1198,圣火,1356,暴击飞弹,0.456083,0.000011
1072,炽烈黎明,1097,巫师式思考,0.484565,0.000253
1344,最终形态,1346,吸血习性,0.512349,0.003046
1019,全凭身法,1330,活力再生,0.437758,0.000021
1045,炼狱导管,1113,老练狙神,0.498292,0.001547
1098,急急小子,1149,不动如山,0.460201,0.000071
1409,魄罗爆破手,1413,和我一起困在这里,0.462429,0.000021
1053,科学狂人,1243,质变：混沌,0.537957,0.000239
1030,尤里卡,1220,连拨击锤,0.468,0.000097
1084,穿针引线,1152,任务：钢化你心,0.455506,0.000542
1062,全能龙魂,1129,神射法师,0.497109,0.000156
1180,超强大脑,2010,双发快射,0.438935,0.000009
1335,夺金,1409,魄罗爆破手,0.514703,0.000125
1025,俯冲轰炸,1325,玻璃大炮,0.486905,0.000192
1039,冰霜 幽灵,1327,坚若磐石,0.474659,0.000235
1208,轨道镭射,1344,最终形态,0.484755,0.000042
1250,一板一眼,2024,由暴生急,0.455631,0.000122
1019,全凭身法,1194,精怪魔法,0.461439,0.000063
1046,炼狱龙魂,1180,超强大脑,0.503227,0.000239
1073,暗影疾奔,1080,会心防御,0.531518,0.000165
1052,闪电打击,2018,纯粹主义者 - 术师,0.386442,0.00005
1067,古式佳酿,1152,任务：钢化你心,0.499471,0.001864
1205,物理转魔法,1305,练腿日,0.496761,0.000375
1372,小猫咪找妈妈,2007,你肩上的恶魔,0.40895,0.000001
1077,灵魂虹吸,1314,强力护盾,0.466486,0.000068
1409,魄罗爆破手,2010,双发快射,0.48165,0.000112
1056,由心及物,1061,回力OK镖,0.524969,0.000145
1022,灵巧,1391,红包,0.582469,0.000588
1134,亮出你的剑,12317,潘朵拉的盒子,0.591908,0
1330,活力再生,1400,最终都市列车,0.484382,0.000014
1319,升级：献祭,2008,负重爆气,0.493571,0.000157
1086,精准奇才,1313,作弊：我能回城！,0.486069,0.000145
1208,轨道镭射,1314,强力护盾,0.446162,0.000014
1006,利刃华尔兹,1325,玻璃大炮,0.447505,0.000088
1023,魔鬼之舞,1036,火上浇油,0.492708,0.000165
1077,灵魂虹吸,2002,虚空裂隙,0.464318,0.000034
1032,裁决使,1152,任务：钢化你心,0.480221,0.001601
1134,亮出你的剑,1416,海克斯科技龙魂,0.569231,0.000037
1011,你摸不到,1044,冰寒,0.457582,0.000138
1308,火狐,1397,地狱三头犬,0.467633,0.000018
1037,急救用具,12317,潘朵拉的盒子,0.512677,0.000001
1071,更万用的瞄准镜,1330,活力再生,0.481889,0.000475
1085,折磨者,2008,负重爆气,0.480866,0.000072
1335,夺金,1420,咏叹奏鸣,0.548506,0.000064
1026,唯快不破,1237,质变：黄金阶,0.511384,0.000093
1187,闪光弹,1406,祖母的辣椒油,0.489886,0
1154,任务：海牛阿福的勇士,1170,万用瞄准镜,0.504152,0.000148
1034,防护面纱,1077,灵魂虹吸,0.496573,0.000157
1072,炽烈黎明,1136,扇巴掌,0.489115,0.000134
1206,魔法转物理,1415,双生火焰,0.473531,0.000098
1068,循环往复,1097,巫师式思考,0.505933,0.001579
1346,吸血习性,1348,闪闪现现,0.484027,0.000126
1180,超强大脑,1406,祖母的辣椒油,0.531828,0.000369
1391,红包,1404,属性！,0.584113,0.000169
1027,大地苏醒,1205,物理转魔法,0.461739,0.000079
1069,退敌力场,12317,潘朵拉的盒子,0.469697,0
1073,暗影疾奔,1113,老练狙神,0.443844,0.000053
1115,最万用的瞄准镜,1403,属性叠属性！,0.540791,0.000104
1072,炽烈黎明,1327,坚若磐石,0.457123,0.000051
1076,天音爆,1150,面包和果酱,0.486614,0.000109
1020,黎明使者的坚决,1330,活力再生,0.45766,0.00001
1037,急救用具,1080,会心防御,0.479607,0.000104
1035,感受燃烧,1038,有始有终,0.489634,0.000149
1113,老练狙神,1340,升级：米凯尔的祝福,0.501457,0.000044
1134,亮出你的剑,1187,闪光弹,0.642075,0.000046
1402,属性叠属性叠属性！,1416,海克斯科技龙魂,0.511409,0.000025
1118,会心治疗,1181,重量级打击手,0.487364,0.001103
1156,任务：沃格勒特的巫师帽,2003,魄罗之王的弹跳,0.470964,0.000015
1025,俯冲轰炸,1243,质变：混沌,0.498698,0.000405
1006,利刃华尔兹,1088,终极刷新,0.441079,0.000115
1071,更万用的瞄准镜,1116,闪现向前,0.489311,0.000142
1181,重量级打击手,1341,帽上加帽,0.479757,0.000108
1026,唯快不破,1401,生机迸发,0.492829,0.000014
1061,回力OK镖,1996,升级：耀光,0.500453,0.000073
1116,闪现向前,1301,神圣干预,0.471189,0.00004
1080,会心防御,1358,弹球,0.457145,0.000036
1129,神射法师,1411,升级：荆棘之甲,0.487965,0.000017
1084,穿针引线,1095,风语者的祝福,0.453728,0.000062
1073,暗影疾奔,1225,双刀流,0.590706,0.000721
1085,折磨者,1390,超凡邪恶,0.479741,0.000253
1042,恶趣味,1198,圣火,0.471194,0.00011
1038,有始有终,1358,弹球,0.485235,0.000104
1337,尊我为王,1390,超凡邪恶,0.527825,0.000153
1070,无休回复,1195,巨人杀手,0.571205,0.000657
1064,坚韧,1347,吵闹鬼,0.448977,0.00007
1030,尤里卡,1047,关键暴击,0.479091,0.000258
1206,魔法转物理,1332,不祥契约,0.444019,0.00007
1066,量子计算,1317,升级：弯刀,0.453906,0.000008
1032,裁决使,1340,升级：米凯尔的祝福,0.526464,0.000087
1113,老练狙神,1170,万用瞄准镜,0.437045,0.000401
2004,信念者的强化,2009,狂热者,0.457674,0.000007
2008,负重爆气,2016,注魔,0.470614,0.00007
1007,大力,2007,你肩上的恶魔,0.473067,0.000026
1308,火狐,1416,海克斯科技龙魂,0.518624,0.000076
1347,吵闹鬼,1403,属性叠属性！,0.52385,0.000013
1129,神射法师,1341,帽上加帽,0.472648,0.000948
1996,升级：耀光,2026,杀意翻涌,0.48151,0.00005
1020,黎明使者的坚决,1060,海洋龙魂,0.503472,0.000177
1154,任务：海牛阿福的勇士,1327,坚若磐石,0.442083,0.000038
1075,慢炖,2003,魄罗之王的弹跳,0.512084,0.00003
1056,由心及物,1187,闪光弹,0.493864,0.000027
1072,炽烈黎明,1325,玻璃大炮,0.448221,0.000051
1327,坚若磐石,1329,史上最大雪球,0.455193,0.000104
1030,尤里卡,12317,潘朵拉的盒子,0.516977,0.000001
1206,魔法转物理,1214,旋转至胜,0.522237,0.000133
1151,面包和奶酪,1416,海克斯科技龙魂,0.478488,0.000071
1138,渴血,1220,连拨击锤,0.479987,0.00114
0,无符文,1077,灵魂虹吸,0.608009,0.0224
1107,接二连三,1345,心灵净化,0.454566,0.000517
1018,巨像的勇气,1390,超凡邪恶,0.474692,0.000236
1082,残暴之力,1211,杀戮时间到了,0.467424,0.000448
1133,魔法飞弹,1397,地狱三头犬,0.449162,0.000157
1098,急急小子,2026,杀意翻涌,0.46698,0.000038
1311,溢流,1314,强力护盾,0.454473,0.000086
1314,强力护盾,1335,夺金,0.465173,0.000027
1198,圣火,1204,叠角龙,0.470349,0.000009
1030,尤里卡,1211,杀戮时间到了,0.50918,0.002143
1313,作弊：我能回城！,2010,双发快射,0.484702,0.00009
1392,神圣雪球,2010,双发快射,0.442684,0.000016
1334,升级：雪球,2010,双发快射,0.463921,0.000039
1151,面包和奶酪,2016,注魔,0.472686,0.000045
1032,裁决使,1317,升级：弯刀,0.418239,0.000064
1030,尤里卡,1336,升级：无尽之刃,0.435865,0.000022
1087,台风,1150,面包和果酱,0.455019,0.000159
1029,虚幻武器,1136,扇巴掌,0.476819,0.000693
1098,急急小子,1402,属性叠属性叠属性！,0.526699,0.000023
1324,蛋白粉奶昔,2010,双发快射,0.467576,0.000014
1195,巨人杀手,1220,连拨击锤,0.504261,0.000713
1325,玻璃大炮,1389,男爵之手,0.493581,0.000004
1104,仆从大师,1308,火狐,0.539931,0.000025
1048,珠光护手,1095,风语者的祝福,0.468895,0.000057
1056,由心及物,1345,心灵净化,0.494532,0.000793
1013,星界躯体,1334,升级：雪球,0.467472,0.00038
1085,折磨者,1421,舞会女王,0.486358,0.000029
1105,家园卫士,2005,扳机炼狱,0.465515,0.00002
1051,点亮他们！,1129,神射法师,0.485338,0.000327
1046,炼狱龙魂,1214,旋转至胜,0.491065,0.000144
1205,物理转魔法,1237,质变：黄金阶,0.491629,0.000649
1339,激光治疗,1373,缩小引擎,0.522048,0.000035
1087,台风,1133,魔法飞弹,0.456124,0.00266
1154,任务：海牛阿福的勇士,1414,卡皮巴拉空投,0.442369,0.000004
1025,俯冲轰炸,1180,超强大脑,0.504297,0.000178
1092,易损,2006,飞身踢,0.469794,0.000156
1104,仆从大师,1187,闪光弹,0.453647,0.000008
1046,炼狱龙魂,1386,转得我眩晕了,0.420532,0.000001
1195,巨人杀手,2003,魄罗之王的弹跳,0.518505,0.000052
1086,精准奇才,1108,自我毁灭,0.449249,0.00002
1002,尖端发明家,1064,坚韧,0.473333,0.001031
1331,至高天诺言,1335,夺金,0.463829,0.000003
1108,自我毁灭,1204,叠角龙,0.463685,0.000005
1152,任务：钢化你心,1338,升级：狂妄,0.45576,0.001429
1214,旋转至胜,1406,祖母的辣椒油,0.581657,0.000036
1220,连拨击锤,1316,刃下生风,0.449595,0.00008
1023,魔鬼之舞,2010,双发快射,0.514982,0.000039
1085,折磨者,2005,扳机炼狱,0.42839,0.000009
1030,尤里卡,2026,杀意翻涌,0.500253,0.000102
1051,点亮他们！,2005,扳机炼狱,0.44482,0.000038
1038,有始有终,1141,全心为你,0.469355,0.000062
1150,面包和果酱,1342,雪球扭蛋机,0.463658,0.000115
1092,易损,1321,砍伤,0.476001,0.000145
1330,活力再生,1346,吸血习性,0.510031,0.000437
1019,全凭身法,1349,终极唤醒,0.460096,0.000132
1409,魄罗爆破手,1996,升级：耀光,0.501264,0.000183
1328,暴击律动,2001,当心小蛋糕！,0.513502,0.000157
1116,闪现向前,1404,属性！,0.517773,0.000017
1104,仆从大师,1406,祖母的辣椒油,0.55504,0.000095
1041,歌利亚巨人,1075,慢炖,0.547019,0.001759
1315,快中求稳,1386,转得我眩晕了,0.456081,0.000001
1154,任务：海牛阿福的勇士,1316,刃下生风,0.489838,0.000058
1011,你摸不到,1013,星界躯体,0.428589,0.000109
1013,星界躯体,1032,裁决使,0.478559,0.001096
1187,闪光弹,1313,作弊：我能回城！,0.463956,0.000099
1026,唯快不破,2007,你肩上的恶魔,0.449972,0.000011
1342,雪球扭蛋机,1996,升级：耀光,0.49192,0.000067
1070,无休回复,1098,急急小子,0.518234,0.000163
1075,慢炖,1413,和我一起困在这里,0.4944,0.000013
1018,巨像的勇气,1084,穿针引线,0.438636,0.000086
1051,点亮他们！,1411,升级：荆棘之甲,0.506134,0.000004
1415,双生火焰,2026,杀意翻涌,0.47152,0.00003
1068,循环往复,1401,生机迸发,0.492096,0.00012
1052,闪电打击,2006,飞身踢,0.486208,0.000197
1009,霸符兄弟,1129,神射法师,0.50225,0.000302
1051,点亮他们！,1320,升级：收集者,0.49374,0.000422
1045,炼狱导管,1400,最终都市列车,0.516322,0.000189
1053,科学狂人,1082,残暴之力,0.518187,0.000204
1029,虚幻武器,1331,至高天诺言,0.43811,0.000015
1321,砍伤,1322,罪恶快感,0.486424,0.000427
1087,台风,1415,双生火焰,0.460004,0.000676
1116,闪现向前,1325,玻璃大炮,0.432451,0.000025
1133,魔法飞弹,1405,速度恶魔,0.500574,0.000847
1011,你摸不到,1071,更万用的瞄准镜,0.459278,0.000188
1073,暗影疾奔,1315,快中求稳,0.553925,0.00102
1062,全能龙魂,1322,罪恶快感,0.501962,0.000277
1042,恶趣味,1180,超强大脑,0.454757,0.000067
1062,全能龙魂,2005,扳机炼狱,0.47721,0.00001
1313,作弊：我能回城！,1322,罪恶快感,0.482975,0.000775
1041,歌利亚巨人,1071,更万用的瞄准镜,0.507899,0.001042
1329,史上最大雪球,1418,砸开那颗蛋,0.485172,0.000004
1080,会心防御,1084,穿针引线,0.488619,0.000348
1342,雪球扭蛋机,1358,弹球,0.484805,0.002045
1015,死亡之环,1023,魔鬼之舞,0.530433,0.000043
1107,接二连三,1136,扇巴掌,0.46583,0.000186
1088,终极刷新,1424,???,0.443629,0.000004
1313,作弊：我能回城！,1389,男爵之手,0.517993,0.000022
1045,炼狱导管,1314,强力护盾,0.464737,0.00011
1035,感受燃烧,1204,叠角龙,0.495237,0.000007
1097,巫师式思考,1156,任务：沃格勒特的巫师帽,0.502114,0.001825
1027,大地苏醒,2009,狂热者,0.455869,0.000014
0,无符文,1051,点亮他们！,0.591615,0.01625
1237,质变：黄金阶,1243,质变：混沌,0.552074,0.002338
1205,物理转魔法,1361,任务：艾卡西亚的陷落,0.507579,0.000058
1086,精准奇才,1170,万用瞄准镜,0.437419,0.000125
1066,量子计算,1170,万用瞄准镜,0.459175,0.000125
1136,扇巴掌,1406,祖母的辣椒油,0.525168,0.000903
1006,利刃华尔兹,1345,心灵净化,0.450522,0.000444
1330,活力再生,1336,升级：无尽之刃,0.493305,0.000239
1061,回力OK镖,1384,捐赠,0.537355,0.000113
1205,物理转魔法,1336,升级：无尽之刃,0.399513,0.000066
1198,圣火,1324,蛋白粉奶昔,0.463221,0.000351
1007,大力,1066,量子计算,0.510425,0.000146
1019,全凭身法,1315,快中求稳,0.525357,0.001005
1037,急救用具,1405,速度恶魔,0.48159,0.000119
1421,舞会女王,2018,纯粹主义者 - 术师,0.487827,0.000012
1112,终极不可阻挡,1317,升级：弯刀,0.402214,0.000005
1053,科学狂人,1105,家园卫士,0.544691,0.000157
1077,灵魂虹吸,2005,扳机炼狱,0.453809,0.000068
1136,扇巴掌,1250,一板一眼,0.452842,0.000192
1112,终极不可阻挡,1401,生机迸发,0.462692,0.000041
1048,珠光护手,1087,台风,0.457368,0.000481
1057,山脉龙魂,1319,升级：献祭,0.484036,0.000257
1098,急急小子,1104,仆从大师,0.519582,0.00002
1057,山脉龙魂,1347,吵闹鬼,0.446015,0.000018
1322,罪恶快感,2006,飞身踢,0.478825,0.00033
1088,终极刷新,1311,溢流,0.468802,0.000269
1316,刃下生风,1391,红包,0.58098,0.000177
1038,有始有终,1070,无休回复,0.540158,0.000201
1338,升级：狂妄,1418,砸开那颗蛋,0.454205,0.000004
1411,升级：荆棘之甲,1420,咏叹奏鸣,0.541582,0.000126
1206,魔法转物理,1327,坚若磐石,0.43787,0.000022
1034,防护面纱,1372,小猫咪找妈妈,0.483351,0.000014
1002,尖端发明家,1097,巫师式思考,0.458208,0.000507
1103,面包和黄油,1138,渴血,0.490082,0.001068
1002,尖端发明家,2007,你肩上的恶魔,0.38857,0.000038
1129,神射法师,1238,质变：棱彩阶,0.500685,0.001282
1067,古式佳酿,1317,升级：弯刀,0.437428,0.000006
1225,双刀流,1339,激光治疗,0.43444,0.000007
1327,坚若磐石,1348,闪闪现现,0.43425,0.000011
1057,山脉龙魂,1104,仆从大师,0.480535,0.000013
1238,质变：棱彩阶,1250,一板一眼,0.501917,0.001189
1372,小猫咪找妈妈,2005,扳机炼狱,0.446132,0
1103,面包和黄油,1349,终极唤醒,0.464408,0.000295
1051,点亮他们！,1391,红包,0.567133,0.000241
1335,夺金,1400,最终都市列车,0.514831,0.000041
1080,会心防御,1118,会心治疗,0.503056,0.001383
1214,旋转至胜,1238,质变：棱彩阶,0.529041,0.000303
1308,火狐,1418,砸开那颗蛋,0.538858,0.000006
1069,退敌力场,1334,升级：雪球,0.444372,0.000062
1026,唯快不破,1074,缩小射线,0.472998,0.000102
1204,叠角龙,1353,坦克引擎,0.512798,0.000135
1058,秘术冲拳,1317,升级：弯刀,0.39548,0.000008
1314,强力护盾,1317,升级：弯刀,0.417079,0.000002
1334,升级：雪球,1420,咏叹奏鸣,0.523861,0.00018
1071,更万用的瞄准镜,1401,生机迸发,0.501157,0.000151
1341,帽上加帽,1361,任务：艾卡西亚的陷落,0.512667,0.000023
1025,俯冲轰炸,1372,小猫咪找妈妈,0.447511,0.000012
1071,更万用的瞄准镜,1345,心灵净化,0.477023,0.000964
1060,海洋龙魂,1082,残暴之力,0.488359,0.000125
1048,珠光护手,1250,一板一眼,0.493443,0.001322
1225,双刀流,2026,杀意翻涌,0.542996,0.000137
1318,升级：中娅,2024,由暴生急,0.446549,0.000011
1092,易损,2004,信念者的强化,0.43796,0.000007
1220,连拨击锤,1311,溢流,0.434552,0.000136
1206,魔法转物理,2016,注魔,0.460183,0.000032
1070,无休回复,1400,最终都市列车,0.510472,0.000083
1138,渴血,1420,咏叹奏鸣,0.524664,0.0003
1006,利刃华尔兹,1373,缩小引擎,0.470363,0.000215
1076,天音爆,1237,质变：黄金阶,0.477384,0.000066
1198,圣火,1379,未知符文_1379,0.450375,0.00001
1211,杀戮时间到了,1329,史上最大雪球,0.465832,0.000231
1067,古式佳酿,1405,速度恶魔,0.505882,0.000322
1030,尤里卡,2024,由暴生急,0.466018,0.000039
1211,杀戮时间到了,1225,双刀流,0.499058,0.000343
1039,冰霜 幽灵,1323,残忍,0.521386,0.000318
1141,全心为你,1424,???,0.492948,0.000012
1074,缩小射线,1353,坦克引擎,0.461826,0.000667
1060,海洋龙魂,1323,残忍,0.509986,0.00024
1141,全心为你,1420,咏叹奏鸣,0.55039,0.000624
1063,狂徒豪气,1316,刃下生风,0.496423,0.000162
1056,由心及物,1194,精怪魔法,0.493816,0.00016
1084,穿针引线,1339,激光治疗,0.435687,0.000023
1150,面包和果酱,1418,砸开那颗蛋,0.49014,0.000004
1081,踢踏舞,1116,闪现向前,0.475835,0.00006
1029,虚幻武器,1081,踢踏舞,0.486316,0.000447
1015,死亡之环,1326,夜狩,0.449135,0.000022
1061,回力OK镖,1074,缩小射线,0.457702,0.000104
1051,点亮他们！,1996,升级：耀光,0.509336,0.000204
1022,灵巧,1149,不动如山,0.467704,0.000068
1026,唯快不破,1108,自我毁灭,0.475402,0.000033
1070,无休回复,1340,升级：米凯尔的祝福,0.521267,0.000031
1194,精怪魔法,1346,吸血习性,0.491995,0.000579
1337,尊我为王,1341,帽上加帽,0.500684,0.000105
1009,霸符兄弟,1116,闪现向前,0.49448,0.000031
1027,大地苏醒,1061,回力OK镖,0.486469,0.000022
1205,物理转魔法,1397,地狱三头犬,0.435425,0.000065
1032,裁决使,1311,溢流,0.491554,0.002552
1397,地狱三头犬,1405,速度恶魔,0.457927,0.000074
1034,防护面纱,1088,终极刷新,0.455328,0.000113
1409,魄罗爆破手,2001,当心小蛋糕！,0.50039,0.00033
1037,急救用具,1305,练腿日,0.487207,0.000134
1015,死亡之环,1204,叠角龙,0.485621,0.000015
1073,暗影疾奔,1095,风语者的祝福,0.484072,0.000027
1074,缩小射线,1308,火狐,0.475353,0.000053
1181,重量级打击手,1187,闪光弹,0.50274,0.000076
1013,星界躯体,1386,转得我眩晕了,0.424036,0.000003
1026,唯快不破,1336,升级：无尽之刃,0.524024,0.000145
1029,虚幻武器,1054,物法皆修,0.482421,0.000332
1116,闪现向前,1347,吵闹鬼,0.458575,0.000003
1332,不祥契约,1403,属性叠属性！,0.52149,0.000043
1048,珠光护手,1339,激光治疗,0.446724,0.00002
1051,点亮他们！,1052,闪电打击,0.52447,0.001423
1243,质变：混沌,1315,快中求稳,0.519946,0.000268
1064,坚韧,1373,缩小引擎,0.512189,0.000352
1080,会心防御,1194,精怪魔法,0.466225,0.000051
1194,精怪魔法,1384,捐赠,0.496879,0.000098
1058,秘术冲拳,1204,叠角龙,0.498657,0.000023
1346,吸血习性,1392,神圣雪球,0.464343,0.000213
1052,闪电打击,1416,海克斯科技龙魂,0.483642,0.000083
1409,魄罗爆破手,2009,狂热者,0.488211,0.000236
1038,有始有终,1386,转得我眩晕了,0.470048,0.000004
1326,夜狩,1402,属性叠属性叠属性！,0.497122,0.000051
1082,残暴之力,2005,扳机炼狱,0.444377,0.000108
1058,秘术冲拳,1384,捐赠,0.512057,0.00036
1092,易损,1181,重量级打击手,0.479331,0.000215
1045,炼狱导管,1405,速度恶魔,0.53743,0.000701
1002,尖端发明家,1326,夜狩,0.429637,0.000202
1020,黎明使者的坚决,1026,唯快不破,0.493342,0.000033
1041,歌利亚巨人,1205,物理转魔法,0.486493,0.000849
12317,潘朵拉的盒子,1316,刃下生风,0.50094,0
1042,恶趣味,1088,终极刷新,0.445727,0.000089
1105,家园卫士,1320,升级：收集者,0.509762,0.000289
1181,重量级打击手,1329,史上最大雪球,0.481472,0.000285
1156,任务：沃格勒特的巫师帽,1225,双刀流,0.502647,0.000034
1141,全心为你,1154,任务：海牛阿福的勇士,0.459721,0.000015
1413,和我一起困在这里,2004,信念者的强化,0.401952,0
1018,巨像的勇气,1308,火狐,0.498413,0.000055
1198,圣火,1337,尊我为王,0.498088,0.000027
1007,大力,1087,台风,0.489755,0.000257
1062,全能龙魂,1358,弹球,0.478537,0.00003
1113,老练狙神,1151,面包和奶酪,0.488377,0.000616
1205,物理转魔法,1388,无限循环往复,0.50463,0.000915
1047,关键暴击,1379,未知符文_1379,0.42569,0.000002
1087,台风,1107,接二连三,0.477054,0.002298
1098,急急小子,1373,缩小引擎,0.560877,0.000296
1045,炼狱导管,1097,巫师式思考,0.509671,0.002263
1069,退敌力场,1079,战争交响乐,0.44141,0.000083
1053,科学狂人,2016,注魔,0.515441,0.000022
1054,物法皆修,1087,台风,0.467035,0.000454
1075,慢炖,1324,蛋白粉奶昔,0.492342,0.000352
1098,急急小子,1301,神圣干预,0.46999,0.000082
1113,老练狙神,1311,溢流,0.464034,0.001029
1105,家园卫士,1409,魄罗爆破手,0.534909,0.000208
1112,终极不可阻挡,1418,砸开那颗蛋,0.468714,0.000001
1035,感受燃烧,1320,升级：收集者,0.462152,0.000089
1104,仆从大师,1154,任务：海牛阿福的勇士,0.487269,0.00001
1061,回力OK镖,1152,任务：钢化你心,0.482802,0.000177
1211,杀戮时间到了,2026,杀意翻涌,0.450446,0.000127
1107,接二连三,1129,神射法师,0.471065,0.000508
1187,闪光弹,1225,双刀流,0.516505,0.000075
1015,死亡之环,1415,双生火焰,0.448273,0.00005
1134,亮出你的剑,1996,升级：耀光,0.57311,0.000288
1038,有始有终,1138,渴血,0.530593,0.001234
1321,砍伤,1344,最终形态,0.498435,0.000207
1027,大地苏醒,2026,杀意翻涌,0.472868,0.000042
1113,老练狙神,1133,魔法飞弹,0.499788,0.003551
1243,质变：混沌,1361,任务：艾卡西亚的陷落,0.546,0.000029
1138,渴血,2006,飞身踢,0.48466,0.000529
1026,唯快不破,1328,暴击律动,0.511493,0.000182
1097,巫师式思考,2010,双发快射,0.454153,0.000028
1042,恶趣味,1154,任务：海牛阿福的勇士,0.458087,0.000038
1108,自我毁灭,1336,升级：无尽之刃,0.47588,0.000146
12317,潘朵拉的盒子,1345,心灵净化,0.489016,0.000002
1129,神射法师,1379,未知符文_1379,0.455164,0.000006
1011,你摸不到,1321,砍伤,0.466869,0.000056
1150,面包和果酱,1220,连拨击锤,0.433774,0.000131
1319,升级：献祭,1388,无限循环往复,0.493464,0.000238
1151,面包和奶酪,1333,逃跑计划,0.52381,0.000379
1308,火狐,1339,激光治疗,0.52193,0.000033
1062,全能龙魂,1087,台风,0.486858,0.000132
1198,圣火,1329,史上最大雪球,0.446811,0.000038
1026,唯快不破,1348,闪闪现现,0.462082,0.000008
1013,星界躯体,1062,全能龙魂,0.500476,0.000241
1152,任务：钢化你心,1402,属性叠属性叠属性！,0.479544,0.000103
1082,残暴之力,1318,升级：中娅,0.433322,0.000005
1372,小猫咪找妈妈,2001,当心小蛋糕！,0.485515,0.000009
1073,暗影疾奔,1320,升级：收集者,0.499567,0.000655
1136,扇巴掌,1318,升级：中娅,0.486885,0.000229
1133,魔法飞弹,1389,男爵之手,0.519088,0.00006
1035,感受燃烧,1053,科学狂人,0.516396,0.000097
1072,炽烈黎明,1195,巨人杀手,0.523576,0.000249
1136,扇巴掌,1372,小猫咪找妈妈,0.495176,0.000047
1108,自我毁灭,1324,蛋白粉奶昔,0.454479,0.000254
1151,面包和奶酪,1349,终极唤醒,0.461057,0.000201
1039,冰霜 幽灵,1149,不动如山,0.474001,0.000439
1070,无休回复,1141,全心为你,0.484118,0.000088
1047,关键暴击,1404,属性！,0.518193,0.000039
1326,夜狩,1338,升级：狂妄,0.469413,0.0019
1063,狂徒豪气,1336,升级：无尽之刃,0.533122,0.000216
1019,全凭身法,1206,魔法转物理,0.485248,0.000325
1056,由心及物,2005,扳机炼狱,0.484692,0.000027
1056,由心及物,1421,舞会女王,0.502871,0.000042
1170,万用瞄准镜,1317,升级：弯刀,0.416727,0.000005
1141,全心为你,1339,激光治疗,0.463548,0.000193
1028,侵蚀,1238,质变：棱彩阶,0.520815,0.000609
1080,会心防御,1403,属性叠属性！,0.552986,0.000039
1039,冰霜 幽灵,1080,会心防御,0.463637,0.000046
1084,穿针引线,1415,双生火焰,0.465648,0.000362
1051,点亮他们！,1310,小丑学院,0.524702,0.000125
1013,星界躯体,1105,家园卫士,0.492352,0.000212
1069,退敌力场,1086,精准奇才,0.450013,0.000039
1057,山脉龙魂,1348,闪闪现现,0.442137,0.000012
1085,折磨者,1329,史上最大雪球,0.461785,0.000074
1035,感受燃烧,1054,物法皆修,0.454166,0.000032
1068,循环往复,1372,小猫咪找妈妈,0.505193,0.000064
1086,精准奇才,1204,叠角龙,0.506379,0.000004
1092,易损,2003,魄罗之王的弹跳,0.466825,0.000032
1084,穿针引线,1329,史上最大雪球,0.463468,0.000295
1050,基石法师,1375,吞噬灵魂,0.478332,0.000116
1073,暗影疾奔,1074,缩小射线,0.488182,0.000284
1344,最终形态,1358,弹球,0.472036,0.000119
1214,旋转至胜,1324,蛋白粉奶昔,0.473297,0.000056
1087,台风,1238,质变：棱彩阶,0.503173,0.000896
1030,尤里卡,1038,有始有终,0.53928,0.002319
1025,俯冲轰炸,1066,量子计算,0.520065,0.00042
1181,重量级打击手,2002,虚空裂隙,0.483217,0.000056
1018,巨像的勇气,1198,圣火,0.470452,0.00008
1149,不动如山,2005,扳机炼狱,0.432609,0.000018
1037,急救用具,1205,物理转魔法,0.459009,0.000256
1002,尖端发明家,1118,会心治疗,0.45675,0.000786
1022,灵巧,1319,升级：献祭,0.495972,0.000097
1015,死亡之环,1054,物法皆修,0.445981,0.000015
1170,万用瞄准镜,2010,双发快射,0.500939,0.000333
1069,退敌力场,1225,双刀流,0.50588,0.000174
1081,踢踏舞,1238,质变：棱彩阶,0.515782,0.000917
1195,巨人杀手,1389,男爵之手,0.573732,0.000036
1045,炼狱导管,1071,更万用的瞄准镜,0.453237,0.000243
1134,亮出你的剑,1322,罪恶快感,0.574747,0.000795
1086,精准奇才,1250,一板一眼,0.444844,0.00014
1314,强力护盾,1327,坚若磐石,0.441059,0.000073
1211,杀戮时间到了,1402,属性叠属性叠属性！,0.499396,0.000067
1333,逃跑计划,1340,升级：米凯尔的祝福,0.543915,0.000034
1077,灵魂虹吸,1113,老练狙神,0.455411,0.000331
1013,星界躯体,1375,吞噬灵魂,0.469524,0.001435
1046,炼狱龙魂,1087,台风,0.452114,0.0003
1050,基石法师,1052,闪电打击,0.454054,0.00005
2016,注魔,2026,杀意翻涌,0.468159,0.000009
1151,面包和奶酪,1373,缩小引擎,0.504935,0.000314
1022,灵巧,2005,扳机炼狱,0.453093,0.0001
1118,会心治疗,1324,蛋白粉奶昔,0.45348,0.001152
1066,量子计算,1097,巫师式思考,0.468579,0.000152
1069,退敌力场,2018,纯粹主义者 - 术师,0.431852,0.000009
1066,量子计算,1103,面包和黄油,0.460871,0.000215
1170,万用瞄准镜,1320,升级：收集者,0.481774,0.001073
1077,灵魂虹吸,1079,战争交响乐,0.50079,0.000633
1338,升级：狂妄,1424,???,0.4491,0.000033
1035,感受燃烧,1039,冰霜 幽灵,0.502066,0.000102
1141,全心为你,1415,双生火焰,0.453737,0.000027
